"trial","subject_id","net","vignette","response_1","response_2","response_3","discrete_response_1","discrete_response_2","discrete_response_3","truth","discrete_answer","raw_err1","raw_err2","raw_err3","err1","err2","err3","overestimate","discrete_correct_1","discrete_correct_2","discrete_correct_3","abs_chg_err","chg_err","acc1","acc2","acc3"
5,1754,"Social",1.1,20,10,15,"B","B","B",14,"C",6,-4,1,6,4,1,TRUE,FALSE,FALSE,FALSE,5,-5,-6,-4,-1
5,813,"Social",1.1,25,50,25,"C","C","C",14,"C",11,36,11,11,36,11,TRUE,TRUE,TRUE,TRUE,0,0,-11,-36,-11
6,1663,"Social",1.1,15,15,15,"C","C","C",14,"C",1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,0,0,-1,-1,-1
6,1933,"Social",1.1,60,35,12,"A","C","C",14,"C",46,21,-2,46,21,2,TRUE,FALSE,TRUE,TRUE,44,-44,-46,-21,-2
6,573,"Social",1.1,100,14,8,"A","A","A",14,"C",86,0,-6,86,0,6,TRUE,FALSE,FALSE,FALSE,80,-80,-86,0,-6
6,1367,"Social",1.1,40,20,16,"C","C","A",14,"C",26,6,2,26,6,2,TRUE,TRUE,TRUE,FALSE,24,-24,-26,-6,-2
6,1718,"Social",1.1,NA,20,15,"A","C","C",14,"C",NA,6,1,NA,6,1,NA,FALSE,TRUE,TRUE,NA,NA,NA,-6,-1
6,1656,"Social",1.1,33,50,33,"C","C","C",14,"C",19,36,19,19,36,19,TRUE,TRUE,TRUE,TRUE,0,0,-19,-36,-19
6,2176,"Social",1.1,35,35,35,"C","C","C",14,"C",21,21,21,21,21,21,TRUE,TRUE,TRUE,TRUE,0,0,-21,-21,-21
6,1343,"Social",1.1,5,40,20,"B","C","B",14,"C",-9,26,6,9,26,6,FALSE,FALSE,TRUE,FALSE,3,-3,-9,-26,-6
6,1799,"Social",1.1,15,25,15,"B","C","C",14,"C",1,11,1,1,11,1,TRUE,FALSE,TRUE,TRUE,0,0,-1,-11,-1
6,1155,"Social",1.1,40,NA,30,"C",NA,"C",14,"C",26,NA,16,26,NA,16,TRUE,TRUE,NA,TRUE,10,-10,-26,NA,-16
6,1294,"Social",1.1,40,NA,15,"B",NA,"A",14,"C",26,NA,1,26,NA,1,TRUE,FALSE,NA,FALSE,25,-25,-26,NA,-1
6,1643,"Social",1.1,2,10,10,"C","A","A",14,"C",-12,-4,-4,12,4,4,FALSE,TRUE,FALSE,FALSE,8,-8,-12,-4,-4
6,1903,"Social",1.1,25,15,18,"C","C","C",14,"C",11,1,4,11,1,4,TRUE,TRUE,TRUE,TRUE,7,-7,-11,-1,-4
6,1763,"Social",1.1,10,15,15,"C","C","C",14,"C",-4,1,1,4,1,1,FALSE,TRUE,TRUE,TRUE,3,-3,-4,-1,-1
6,1917,"Social",1.1,12,16,12,"C","C","B",14,"C",-2,2,-2,2,2,2,FALSE,TRUE,TRUE,FALSE,0,0,-2,-2,-2
6,771,"Social",1.1,5,5,15,"C","C","A",14,"C",-9,-9,1,9,9,1,FALSE,TRUE,TRUE,FALSE,8,-8,-9,-9,-1
6,879,"Social",1.1,NA,15,15,NA,"C","A",14,"C",NA,1,1,NA,1,1,NA,NA,TRUE,FALSE,NA,NA,NA,-1,-1
6,990,"Social",1.1,5,5,5,"B","B","B",14,"C",-9,-9,-9,9,9,9,FALSE,FALSE,FALSE,FALSE,0,0,-9,-9,-9
6,1128,"Social",1.1,NA,30,40,NA,"C","C",14,"C",NA,16,26,NA,16,26,NA,NA,TRUE,TRUE,NA,NA,NA,-16,-26
6,1559,"Social",1.1,20,20,20,"C","C","C",14,"C",6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,0,0,-6,-6,-6
6,2044,"Social",1.1,25,25,25,"C","C","C",14,"C",11,11,11,11,11,11,TRUE,TRUE,TRUE,TRUE,0,0,-11,-11,-11
6,366,"Social",1.1,NA,NA,25,NA,NA,"C",14,"C",NA,NA,11,NA,NA,11,NA,NA,NA,TRUE,NA,NA,NA,NA,-11
6,1480,"Social",1.1,5,10,10,"C","C","C",14,"C",-9,-4,-4,9,4,4,FALSE,TRUE,TRUE,TRUE,5,-5,-9,-4,-4
6,2138,"Social",1.1,70,25,25,"A","C","C",14,"C",56,11,11,56,11,11,TRUE,FALSE,TRUE,TRUE,45,-45,-56,-11,-11
6,588,"Social",1.1,10,25,25,"B","A","A",14,"C",-4,11,11,4,11,11,FALSE,FALSE,FALSE,FALSE,7,7,-4,-11,-11
6,1034,"Social",1.1,5,40,15,"C","A","A",14,"C",-9,26,1,9,26,1,FALSE,TRUE,FALSE,FALSE,8,-8,-9,-26,-1
6,1614,"Social",1.1,30,30,30,"C","C","C",14,"C",16,16,16,16,16,16,TRUE,TRUE,TRUE,TRUE,0,0,-16,-16,-16
6,1870,"Social",1.1,15,15,15,"C","C","C",14,"C",1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,0,0,-1,-1,-1
6,654,"Social",1.1,50,33,15,"C","C","C",14,"C",36,19,1,36,19,1,TRUE,TRUE,TRUE,TRUE,35,-35,-36,-19,-1
7,1544,"Control",1.1,12,15,15,"C","A","C",14,"C",-2,1,1,2,1,1,FALSE,TRUE,FALSE,TRUE,1,-1,-2,-1,-1
7,1277,"Control",1.1,16,NA,14,"C",NA,"C",14,"C",2,NA,0,2,NA,0,TRUE,TRUE,NA,TRUE,2,-2,-2,NA,0
7,14,"Control",1.1,10,30,0,"B","B","B",14,"C",-4,16,-14,4,16,14,FALSE,FALSE,FALSE,FALSE,10,10,-4,-16,-14
7,244,"Control",1.1,5,1,15,"C","C","C",14,"C",-9,-13,1,9,13,1,FALSE,TRUE,TRUE,TRUE,8,-8,-9,-13,-1
7,499,"Control",1.1,60,30,30,"A","C","A",14,"C",46,16,16,46,16,16,TRUE,FALSE,TRUE,FALSE,30,-30,-46,-16,-16
7,1530,"Control",1.1,40,40,40,"A","A","A",14,"C",26,26,26,26,26,26,TRUE,FALSE,FALSE,FALSE,0,0,-26,-26,-26
7,332,"Control",1.1,20,20,3,"C","C","B",14,"C",6,6,-11,6,6,11,TRUE,TRUE,TRUE,FALSE,5,5,-6,-6,-11
7,562,"Control",1.1,15,6,16,"C","B","C",14,"C",1,-8,2,1,8,2,TRUE,TRUE,FALSE,TRUE,1,1,-1,-8,-2
7,774,"Control",1.1,1,1,1,"B","B","B",14,"C",-13,-13,-13,13,13,13,FALSE,FALSE,FALSE,FALSE,0,0,-13,-13,-13
7,1224,"Control",1.1,25,25,5,"C","C","B",14,"C",11,11,-9,11,11,9,TRUE,TRUE,TRUE,FALSE,2,-2,-11,-11,-9
7,1764,"Control",1.1,60,40,50,"C","C","A",14,"C",46,26,36,46,26,36,TRUE,TRUE,TRUE,FALSE,10,-10,-46,-26,-36
7,2014,"Control",1.1,80,70,99,"A","C","A",14,"C",66,56,85,66,56,85,TRUE,FALSE,TRUE,FALSE,19,19,-66,-56,-85
7,1971,"Control",1.1,60,6,16,"C","A","A",14,"C",46,-8,2,46,8,2,TRUE,TRUE,FALSE,FALSE,44,-44,-46,-8,-2
7,1781,"Control",1.1,NA,15,15,NA,"C","C",14,"C",NA,1,1,NA,1,1,NA,NA,TRUE,TRUE,NA,NA,NA,-1,-1
7,1943,"Control",1.1,10,15,12,"C","C","C",14,"C",-4,1,-2,4,1,2,FALSE,TRUE,TRUE,TRUE,2,-2,-4,-1,-2
7,2189,"Control",1.1,50,65,65,"C","A","C",14,"C",36,51,51,36,51,51,TRUE,TRUE,FALSE,TRUE,15,15,-36,-51,-51
7,355,"Control",1.1,25,20,25,"C","C","C",14,"C",11,6,11,11,6,11,TRUE,TRUE,TRUE,TRUE,0,0,-11,-6,-11
7,571,"Control",1.1,15,15,16,"C","A","A",14,"C",1,1,2,1,1,2,TRUE,TRUE,FALSE,FALSE,1,1,-1,-1,-2
7,784,"Control",1.1,75,22,65.2,"C","C","C",14,"C",61,8,51.2,61,8,51.2,TRUE,TRUE,TRUE,TRUE,9.8,-9.8,-61,-8,-51.2
7,1229,"Control",1.1,20,20,20,"B","B","B",14,"C",6,6,6,6,6,6,TRUE,FALSE,FALSE,FALSE,0,0,-6,-6,-6
7,1595,"Control",1.1,70,40,45,"C","C","C",14,"C",56,26,31,56,26,31,TRUE,TRUE,TRUE,TRUE,25,-25,-56,-26,-31
7,1949,"Control",1.1,3,8,7,"C","C","C",14,"C",-11,-6,-7,11,6,7,FALSE,TRUE,TRUE,TRUE,4,-4,-11,-6,-7
7,2108,"Control",1.1,15,NA,15,"B",NA,"C",14,"C",1,NA,1,1,NA,1,TRUE,FALSE,NA,TRUE,0,0,-1,NA,-1
7,2256,"Control",1.1,15,15,15,"C","C","C",14,"C",1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,0,0,-1,-1,-1
7,1085,"Control",1.1,20,20,20,"C","C","C",14,"C",6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,0,0,-6,-6,-6
7,1722,"Control",1.1,15,14,14,"C","C","C",14,"C",1,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,1,-1,-1,0,0
7,1275,"Control",1.1,10,20,0,"A","A","C",14,"C",-4,6,-14,4,6,14,FALSE,FALSE,FALSE,TRUE,10,10,-4,-6,-14
7,1961,"Control",1.1,25,0,10,"B","B","B",14,"C",11,-14,-4,11,14,4,TRUE,FALSE,FALSE,FALSE,7,-7,-11,-14,-4
7,1383,"Control",1.1,25,5,5,"C","C","C",14,"C",11,-9,-9,11,9,9,TRUE,TRUE,TRUE,TRUE,2,-2,-11,-9,-9
7,1518,"Control",1.1,13,12,12.6,"C","C","C",14,"C",-1,-2,-1.4,1,2,1.4,FALSE,TRUE,TRUE,TRUE,0.4,0.4,-1,-2,-1.4
7,1330,"Control",1.1,3,10,2,"C","C","C",14,"C",-11,-4,-12,11,4,12,FALSE,TRUE,TRUE,TRUE,1,1,-11,-4,-12
7,1977,"Control",1.1,13,12,12.6,"A","A","A",14,"C",-1,-2,-1.4,1,2,1.4,FALSE,FALSE,FALSE,FALSE,0.4,0.4,-1,-2,-1.4
8,1687,"Social",1.1,8,15,NA,"B","A",NA,14,"C",-6,1,NA,6,1,NA,FALSE,FALSE,FALSE,NA,NA,NA,-6,-1,NA
8,1951,"Social",1.1,5,2,15,"C","C","A",14,"C",-9,-12,1,9,12,1,FALSE,TRUE,TRUE,FALSE,8,-8,-9,-12,-1
8,2109,"Social",1.1,NA,20,15,"A","B","B",14,"C",NA,6,1,NA,6,1,NA,FALSE,FALSE,FALSE,NA,NA,NA,-6,-1
8,801,"Social",1.1,70,60,60,"A","A","A",14,"C",56,46,46,56,46,46,TRUE,FALSE,FALSE,FALSE,10,-10,-56,-46,-46
8,932,"Social",1.1,50,5,10,"C","C","B",14,"C",36,-9,-4,36,9,4,TRUE,TRUE,TRUE,FALSE,32,-32,-36,-9,-4
8,1803,"Social",1.1,10,0,1,"B","B","B",14,"C",-4,-14,-13,4,14,13,FALSE,FALSE,FALSE,FALSE,9,9,-4,-14,-13
8,1023,"Social",1.1,20,15,15,"C","B","B",14,"C",6,1,1,6,1,1,TRUE,TRUE,FALSE,FALSE,5,-5,-6,-1,-1
8,1999,"Social",1.1,15,22,15,"C","C","C",14,"C",1,8,1,1,8,1,TRUE,TRUE,TRUE,TRUE,0,0,-1,-8,-1
8,1668,"Social",1.1,90,90,90,"A","A","A",14,"C",76,76,76,76,76,76,TRUE,FALSE,FALSE,FALSE,0,0,-76,-76,-76
8,2029,"Social",1.1,6,18,18,"A","C","C",14,"C",-8,4,4,8,4,4,FALSE,FALSE,TRUE,TRUE,4,-4,-8,-4,-4
8,2245,"Social",1.1,9,30,12,"C","C","C",14,"C",-5,16,-2,5,16,2,FALSE,TRUE,TRUE,TRUE,3,-3,-5,-16,-2
8,1504,"Social",1.1,75,60,55,"C","C","C",14,"C",61,46,41,61,46,41,TRUE,TRUE,TRUE,TRUE,20,-20,-61,-46,-41
8,826,"Social",1.1,40,10,15,"C","A","A",14,"C",26,-4,1,26,4,1,TRUE,TRUE,FALSE,FALSE,25,-25,-26,-4,-1
8,912,"Social",1.1,6,15,14,"C","C","C",14,"C",-8,1,0,8,1,0,FALSE,TRUE,TRUE,TRUE,8,-8,-8,-1,0
8,1499,"Social",1.1,25,42,42,"C","C","A",14,"C",11,28,28,11,28,28,TRUE,TRUE,TRUE,FALSE,17,17,-11,-28,-28
8,1984,"Social",1.1,NA,17,17,NA,"C","C",14,"C",NA,3,3,NA,3,3,NA,NA,TRUE,TRUE,NA,NA,NA,-3,-3
8,2122,"Social",1.1,60,35,20,"C","C","C",14,"C",46,21,6,46,21,6,TRUE,TRUE,TRUE,TRUE,40,-40,-46,-21,-6
8,1136,"Social",1.1,40,40,40,"C","C","C",14,"C",26,26,26,26,26,26,TRUE,TRUE,TRUE,TRUE,0,0,-26,-26,-26
8,1720,"Social",1.1,4.4,35,16.6,"C","C","C",14,"C",-9.6,21,2.6,9.6,21,2.6,FALSE,TRUE,TRUE,TRUE,7,-7,-9.6,-21,-2.6
8,1861,"Social",1.1,2,NA,1.7,"B",NA,"B",14,"C",-12,NA,-12.3,12,NA,12.3,FALSE,FALSE,NA,FALSE,0.300000000000001,0.300000000000001,-12,NA,-12.3
8,371,"Social",1.1,70,65,50,"A","C","C",14,"C",56,51,36,56,51,36,TRUE,FALSE,TRUE,TRUE,20,-20,-56,-51,-36
8,1505,"Social",1.1,50,65,60,"C","A","A",14,"C",36,51,46,36,51,46,TRUE,TRUE,FALSE,FALSE,10,10,-36,-51,-46
8,1856,"Social",1.1,60,60,60,"C","C","C",14,"C",46,46,46,46,46,46,TRUE,TRUE,TRUE,TRUE,0,0,-46,-46,-46
8,2216,"Social",1.1,50,45,45,"C","C","C",14,"C",36,31,31,36,31,31,TRUE,TRUE,TRUE,TRUE,5,-5,-36,-31,-31
8,248,"Social",1.1,NA,10,15,NA,"B","C",14,"C",NA,-4,1,NA,4,1,NA,NA,FALSE,TRUE,NA,NA,NA,-4,-1
8,502,"Social",1.1,16,16,16,"C","A","A",14,"C",2,2,2,2,2,2,TRUE,TRUE,FALSE,FALSE,0,0,-2,-2,-2
8,725,"Social",1.1,NA,12,12,"C","C","C",14,"C",NA,-2,-2,NA,2,2,NA,TRUE,TRUE,TRUE,NA,NA,NA,-2,-2
8,1320,"Social",1.1,15,10,10,"C","C","C",14,"C",1,-4,-4,1,4,4,TRUE,TRUE,TRUE,TRUE,3,3,-1,-4,-4
8,635,"Social",1.1,30,22,40,"C","C","A",14,"C",16,8,26,16,8,26,TRUE,TRUE,TRUE,FALSE,10,10,-16,-8,-26
8,1691,"Social",1.1,80,NA,40,"C",NA,"A",14,"C",66,NA,26,66,NA,26,TRUE,TRUE,NA,FALSE,40,-40,-66,NA,-26
8,1955,"Social",1.1,10,15,15,"C","C","C",14,"C",-4,1,1,4,1,1,FALSE,TRUE,TRUE,TRUE,3,-3,-4,-1,-1
8,2112,"Social",1.1,20,20,18,"A","A","A",14,"C",6,6,4,6,6,4,TRUE,FALSE,FALSE,FALSE,2,-2,-6,-6,-4
8,1110,"Social",1.1,8,8,9,"B","B","B",14,"C",-6,-6,-5,6,6,5,FALSE,FALSE,FALSE,FALSE,1,-1,-6,-6,-5
8,1191,"Social",1.1,55,30,40,"C","C","C",14,"C",41,16,26,41,16,26,TRUE,TRUE,TRUE,TRUE,15,-15,-41,-16,-26
8,1692,"Social",1.1,1.7,16.6,16.6,"C","C","C",14,"C",-12.3,2.6,2.6,12.3,2.6,2.6,FALSE,TRUE,TRUE,TRUE,9.7,-9.7,-12.3,-2.6,-2.6
8,1956,"Social",1.1,16,45,40,"A","A","A",14,"C",2,31,26,2,31,26,TRUE,FALSE,FALSE,FALSE,24,24,-2,-31,-26
8,1959,"Social",1.1,5,NA,NA,"C",NA,NA,14,"C",-9,NA,NA,9,NA,NA,FALSE,TRUE,NA,NA,NA,NA,-9,NA,NA
9,1205,"Social",1.1,14,14,14,"C","C","C",14,"C",0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0
9,1133,"Social",1.1,50,50,50,"A","A","A",14,"C",36,36,36,36,36,36,TRUE,FALSE,FALSE,FALSE,0,0,-36,-36,-36
9,1300,"Social",1.1,60,40,35,"B","B","B",14,"C",46,26,21,46,26,21,TRUE,FALSE,FALSE,FALSE,25,-25,-46,-26,-21
9,1649,"Social",1.1,6,2,5,"C","C","C",14,"C",-8,-12,-9,8,12,9,FALSE,TRUE,TRUE,TRUE,1,1,-8,-12,-9
9,842,"Social",1.1,15,25,15,"C","C","C",14,"C",1,11,1,1,11,1,TRUE,TRUE,TRUE,TRUE,0,0,-1,-11,-1
9,2068,"Social",1.1,1,2,2,"B","B","B",14,"C",-13,-12,-12,13,12,12,FALSE,FALSE,FALSE,FALSE,1,-1,-13,-12,-12
9,592,"Social",1.1,44,24,24,"C","C","C",14,"C",30,10,10,30,10,10,TRUE,TRUE,TRUE,TRUE,20,-20,-30,-10,-10
9,1036,"Social",1.1,25,25,25,"B","C","C",14,"C",11,11,11,11,11,11,TRUE,FALSE,TRUE,TRUE,0,0,-11,-11,-11
9,1255,"Social",1.1,65,30,30,"A","A","A",14,"C",51,16,16,51,16,16,TRUE,FALSE,FALSE,FALSE,35,-35,-51,-16,-16
9,1616,"Social",1.1,13,13,13,"A","A","A",14,"C",-1,-1,-1,1,1,1,FALSE,FALSE,FALSE,FALSE,0,0,-1,-1,-1
9,1313,"Social",1.1,0,0,0,"B","B","B",14,"C",-14,-14,-14,14,14,14,FALSE,FALSE,FALSE,FALSE,0,0,-14,-14,-14
9,2009,"Social",1.1,20,20,20,"C","C","C",14,"C",6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,0,0,-6,-6,-6
9,34,"Social",1.1,0,12,12,"C","C","C",14,"C",-14,-2,-2,14,2,2,FALSE,TRUE,TRUE,TRUE,12,-12,-14,-2,-2
9,1670,"Social",1.1,30,50,25,"A","A","C",14,"C",16,36,11,16,36,11,TRUE,FALSE,FALSE,TRUE,5,-5,-16,-36,-11
9,1030,"Social",1.1,80,25,45,"A","A","A",14,"C",66,11,31,66,11,31,TRUE,FALSE,FALSE,FALSE,35,-35,-66,-11,-31
9,1165,"Social",1.1,14,15,15,"C","A","C",14,"C",0,1,1,0,1,1,FALSE,TRUE,FALSE,TRUE,1,1,0,-1,-1
9,1693,"Social",1.1,55,NA,15,"A",NA,"C",14,"C",41,NA,1,41,NA,1,TRUE,FALSE,NA,TRUE,40,-40,-41,NA,-1
9,896,"Social",1.1,5,NA,12,"B",NA,"B",14,"C",-9,NA,-2,9,NA,2,FALSE,FALSE,NA,FALSE,7,-7,-9,NA,-2
9,1078,"Social",1.1,60,12,15,"C","C","C",14,"C",46,-2,1,46,2,1,TRUE,TRUE,TRUE,TRUE,45,-45,-46,-2,-1
9,1537,"Social",1.1,1,1,1,"B","B","B",14,"C",-13,-13,-13,13,13,13,FALSE,FALSE,FALSE,FALSE,0,0,-13,-13,-13
9,1768,"Social",1.1,50,30,0,"A","A","B",14,"C",36,16,-14,36,16,14,TRUE,FALSE,FALSE,FALSE,22,-22,-36,-16,-14
9,439,"Social",1.1,10,30,40,"C","A","A",14,"C",-4,16,26,4,16,26,FALSE,TRUE,FALSE,FALSE,22,22,-4,-16,-26
9,1482,"Social",1.1,20,25,20,"C","C","C",14,"C",6,11,6,6,11,6,TRUE,TRUE,TRUE,TRUE,0,0,-6,-11,-6
9,43,"Social",1.1,30,34,33.2,"B","C","A",14,"C",16,20,19.2,16,20,19.2,TRUE,FALSE,TRUE,FALSE,3.2,3.2,-16,-20,-19.2
9,426,"Social",1.1,1,15,15,"C","C","A",14,"C",-13,1,1,13,1,1,FALSE,TRUE,TRUE,FALSE,12,-12,-13,-1,-1
9,738,"Social",1.1,40,20,20,"A","C","C",14,"C",26,6,6,26,6,6,TRUE,FALSE,TRUE,TRUE,20,-20,-26,-6,-6
9,1083,"Social",1.1,0,25,10,"B","B","B",14,"C",-14,11,-4,14,11,4,FALSE,FALSE,FALSE,FALSE,10,-10,-14,-11,-4
9,1700,"Social",1.1,14,14,14,"C","C","C",14,"C",0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0
9,1962,"Social",1.1,5,12,8,"C","C","C",14,"C",-9,-2,-6,9,2,6,FALSE,TRUE,TRUE,TRUE,3,-3,-9,-2,-6
9,2269,"Social",1.1,10,10,10,"C","C","C",14,"C",-4,-4,-4,4,4,4,FALSE,TRUE,TRUE,TRUE,0,0,-4,-4,-4
9,1555,"Social",1.1,35,35,20,"C","B","B",14,"C",21,21,6,21,21,6,TRUE,TRUE,FALSE,FALSE,15,-15,-21,-21,-6
9,1907,"Social",1.1,14,14,14,"C","C","C",14,"C",0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0
9,607,"Social",1.1,14,15,14,"C","C","C",14,"C",0,1,0,0,1,0,FALSE,TRUE,TRUE,TRUE,0,0,0,-1,0
10,1007,"Control",1.1,5,10,30,"C","C","C",14,"C",-9,-4,16,9,4,16,FALSE,TRUE,TRUE,TRUE,7,7,-9,-4,-16
10,1843,"Control",1.1,8,15,12,"C","C","C",14,"C",-6,1,-2,6,1,2,FALSE,TRUE,TRUE,TRUE,4,-4,-6,-1,-2
10,1285,"Control",1.1,5,8,8,"A","C","C",14,"C",-9,-6,-6,9,6,6,FALSE,FALSE,TRUE,TRUE,3,-3,-9,-6,-6
10,1121,"Control",1.1,NA,15,1,NA,"C","B",14,"C",NA,1,-13,NA,1,13,NA,NA,TRUE,FALSE,NA,NA,NA,-1,-13
10,1890,"Control",1.1,NA,15,16,NA,"C","C",14,"C",NA,1,2,NA,1,2,NA,NA,TRUE,TRUE,NA,NA,NA,-1,-2
10,675,"Control",1.1,5,14,14,"C","C","A",14,"C",-9,0,0,9,0,0,FALSE,TRUE,TRUE,FALSE,9,-9,-9,0,0
10,1698,"Control",1.1,0,0,0,"C","C","B",14,"C",-14,-14,-14,14,14,14,FALSE,TRUE,TRUE,FALSE,0,0,-14,-14,-14
10,2203,"Control",1.1,NA,14,14,NA,"C","C",14,"C",NA,0,0,NA,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,0,0
10,1546,"Control",1.1,15,15,15,"C","C","C",14,"C",1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,0,0,-1,-1,-1
10,1899,"Control",1.1,20,20,20,"C","C","C",14,"C",6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,0,0,-6,-6,-6
10,2160,"Control",1.1,14,14,14,"C","C","C",14,"C",0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0
10,113,"Control",1.1,14,14,14,"C","C","C",14,"C",0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0
10,1118,"Control",1.1,25,50,NA,"B","A",NA,14,"C",11,36,NA,11,36,NA,TRUE,FALSE,FALSE,NA,NA,NA,-11,-36,NA
10,580,"Control",1.1,0,50,10,"C","C","C",14,"C",-14,36,-4,14,36,4,FALSE,TRUE,TRUE,TRUE,10,-10,-14,-36,-4
10,795,"Control",1.1,75,75,80,"C","C","A",14,"C",61,61,66,61,61,66,TRUE,TRUE,TRUE,FALSE,5,5,-61,-61,-66
10,1355,"Control",1.1,2,2,2,"B","B","B",14,"C",-12,-12,-12,12,12,12,FALSE,FALSE,FALSE,FALSE,0,0,-12,-12,-12
10,1074,"Control",1.1,1,2,5,"C","B","A",14,"C",-13,-12,-9,13,12,9,FALSE,TRUE,FALSE,FALSE,4,-4,-13,-12,-9
10,706,"Control",1.1,14,14,14,"C","C","C",14,"C",0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0
10,1561,"Control",1.1,8,10,9,"C","C","C",14,"C",-6,-4,-5,6,4,5,FALSE,TRUE,TRUE,TRUE,1,-1,-6,-4,-5
10,2161,"Control",1.1,2,0,2.5,"B","B","B",14,"C",-12,-14,-11.5,12,14,11.5,FALSE,FALSE,FALSE,FALSE,0.5,-0.5,-12,-14,-11.5
10,86,"Control",1.1,0,0,0,"B","C","C",14,"C",-14,-14,-14,14,14,14,FALSE,FALSE,TRUE,TRUE,0,0,-14,-14,-14
10,307,"Control",1.1,10,25,15,"A","C","A",14,"C",-4,11,1,4,11,1,FALSE,FALSE,TRUE,FALSE,3,-3,-4,-11,-1
10,358,"Control",1.1,50,100,50,"A","C","A",14,"C",36,86,36,36,86,36,TRUE,FALSE,TRUE,FALSE,0,0,-36,-86,-36
10,824,"Control",1.1,75,75,75,"C","C","C",14,"C",61,61,61,61,61,61,TRUE,TRUE,TRUE,TRUE,0,0,-61,-61,-61
10,1203,"Control",1.1,30,10,20,"C","C","C",14,"C",16,-4,6,16,4,6,TRUE,TRUE,TRUE,TRUE,10,-10,-16,-4,-6
10,2053,"Control",1.1,NA,5,4,NA,"C","C",14,"C",NA,-9,-10,NA,9,10,NA,NA,TRUE,TRUE,NA,NA,NA,-9,-10
10,465,"Control",1.1,50,14,14,"C","C","C",14,"C",36,0,0,36,0,0,TRUE,TRUE,TRUE,TRUE,36,-36,-36,0,0
11,1886,"Social",1.1,30,20,20,"B","B","B",14,"C",16,6,6,16,6,6,TRUE,FALSE,FALSE,FALSE,10,-10,-16,-6,-6
11,2007,"Social",1.1,30,25,25,"A","A","A",14,"C",16,11,11,16,11,11,TRUE,FALSE,FALSE,FALSE,5,-5,-16,-11,-11
11,1301,"Social",1.1,20,NA,20,"C","C","C",14,"C",6,NA,6,6,NA,6,TRUE,TRUE,TRUE,TRUE,0,0,-6,NA,-6
11,1129,"Social",1.1,3,15.5,16,"C","C","C",14,"C",-11,1.5,2,11,1.5,2,FALSE,TRUE,TRUE,TRUE,9,-9,-11,-1.5,-2
11,1755,"Social",1.1,6,6,7,"C","C","C",14,"C",-8,-8,-7,8,8,7,FALSE,TRUE,TRUE,TRUE,1,-1,-8,-8,-7
11,559,"Social",1.1,20,12,12,"C","C","C",14,"C",6,-2,-2,6,2,2,TRUE,TRUE,TRUE,TRUE,4,-4,-6,-2,-2
11,1080,"Social",1.1,1,10,12,"B","B","B",14,"C",-13,-4,-2,13,4,2,FALSE,FALSE,FALSE,FALSE,11,-11,-13,-4,-2
11,1274,"Social",1.1,30,30,35,"A","C","A",14,"C",16,16,21,16,16,21,TRUE,FALSE,TRUE,FALSE,5,5,-16,-16,-21
11,1893,"Social",1.1,10,10,12,"C","C","C",14,"C",-4,-4,-2,4,4,2,FALSE,TRUE,TRUE,TRUE,2,-2,-4,-4,-2
11,168,"Social",1.1,15,15,15,"C","B","B",14,"C",1,1,1,1,1,1,TRUE,TRUE,FALSE,FALSE,0,0,-1,-1,-1
11,374,"Social",1.1,NA,30,25,"C","C","A",14,"C",NA,16,11,NA,16,11,NA,TRUE,TRUE,FALSE,NA,NA,NA,-16,-11
11,682,"Social",1.1,50,20,NA,"C","C",NA,14,"C",36,6,NA,36,6,NA,TRUE,TRUE,TRUE,NA,NA,NA,-36,-6,NA
11,1227,"Social",1.1,80,50,NA,"A","C",NA,14,"C",66,36,NA,66,36,NA,TRUE,FALSE,TRUE,NA,NA,NA,-66,-36,NA
11,880,"Social",1.1,25,15,15,"C","A","A",14,"C",11,1,1,11,1,1,TRUE,TRUE,FALSE,FALSE,10,-10,-11,-1,-1
11,1826,"Social",1.1,25,25,20,"C","C","C",14,"C",11,11,6,11,11,6,TRUE,TRUE,TRUE,TRUE,5,-5,-11,-11,-6
11,835,"Social",1.1,10,15,10,"C","C","C",14,"C",-4,1,-4,4,1,4,FALSE,TRUE,TRUE,TRUE,0,0,-4,-1,-4
11,2219,"Social",1.1,0,15,NA,"B","C",NA,14,"C",-14,1,NA,14,1,NA,FALSE,FALSE,TRUE,NA,NA,NA,-14,-1,NA
